Total trades,Total Winning Trades,Total Losing Trades,Starting Balance,Finishing Balance,Win Rate,Ratio Avg Win/Loss,Longs Count,Longs Percentage,Shorts Percentage,Shorts Count,Fee,Net Profit,Net Profit Percentage,Average Win,Average Loss,Expectancy,Expectancy Percentage,Expected Net Profit Every 100 Trades,Avg Holding Time (sec),Avg Holding Time,Avg Winning Holding Time (sec),Avg Winning Holding Time,Avg Losing Holding Time (sec),Avg Losing Holding Time,Gross Profit,Gross Loss,Max Drawdown,Annual Return,Sharpe Ratio,Calmar Ratio,Sortino Ratio,Omega Ratio,Serenity Index,Smart Sharpe,Smart Sortino,Total Open Trades,Open PL,Winning Streak,Losing Streak,Largest Losing Trade,Largest Winning Trade,Current Streak,Hyperparameters
29,4,25,10000.0,10459.45,0.14,6.74,29,100.0,0.0,0,468.2,459.45,4.59,1575.23,233.66,15.84,0.16,15.84,129914.4827586207,36h 5m 14.48s,451155.0,125h 19m 15.00s,78516.0,21h 48m 36.00s,6300.91,-5841.47,-24.58,11.47,0.46,0.47,0.78,1.1,0.1,0.39,0.67,0,0,1,13,-267.58,1705.18,-2,"""xparam: 78, take_profit: 1.16, stop_loss: 0.98, rsi: 9"""
35,11,24,10000.0,10881.85,0.31,2.35,35,100.0,0.0,0,605.14,881.85,8.82,1140.05,485.78,25.2,0.25,25.2,140549.14285714287,39h 2m 29.14s,187172.72727272726,51h 59m 32.73s,119180.0,33h 6m 20.00s,12540.6,-11658.75,-36.11,22.66,0.63,0.63,1.04,1.12,0.09,0.57,0.93,1,767.38,2,7,-579.77,1709.28,1,"""xparam: 78, take_profit: 1.16, stop_loss: 0.96, rsi: 6"""
32,6,26,10000.0,9989.65,0.19,4.33,32,100.0,0.0,0,529.01,-10.35,-0.1,1524.15,352.12,-0.32,-0.0,-0.32,137351.25,38h 9m 11.25s,392570.0,109h 2m 50.00s,78454.61538461539,21h 47m 34.62s,9144.88,-9155.23,-30.3,-0.25,0.25,-0.01,0.44,1.05,-0.0,0.25,0.43,0,0,1,7,-408.39,1780.41,-2,"""xparam: 78, take_profit: 1.16, stop_loss: 0.97, rsi: 8"""
24,5,19,10000.0,11356.93,0.21,4.52,24,100.0,0.0,0,424.18,1356.93,13.57,1706.84,377.75,56.54,0.57,56.54,190852.5,53h 0m 52.50s,380364.0,105h 39m 24.00s,140981.05263157896,39h 9m 41.05s,8534.19,-7177.26,-27.99,36.01,0.82,1.29,1.4,1.17,0.26,0.75,1.28,0,0,1,10,-436.17,1897.43,-1,"""xparam: 78, take_profit: 1.16, stop_loss: 0.97, rsi: 10"""
40,8,32,10000.0,11098.92,0.2,4.57,40,100.0,0.0,0,662.34,1098.92,10.99,1094.12,239.19,27.47,0.27,27.47,76675.5,21h 17m 55.50s,196612.5,54h 36m 52.50s,46691.25,12h 58m 11.25s,8752.92,-7654.0,-21.8,28.66,0.76,1.31,1.4,1.17,0.19,0.76,1.38,0,0,2,8,-268.61,1580.87,-2,"""xparam: 78, take_profit: 1.16, stop_loss: 0.98, rsi: 6"""
33,5,28,10000.0,10774.8,0.15,6.26,33,100.0,0.0,0,533.05,774.8,7.75,1464.04,233.77,23.48,0.23,23.48,102609.09090909091,28h 30m 9.09s,451644.0,125h 27m 24.00s,40281.42857142857,11h 11m 21.43s,7320.22,-6545.42,-21.82,19.77,0.61,0.91,1.09,1.13,0.16,0.56,1.0,0,0,1,8,-261.97,1663.39,-2,"""xparam: 78, take_profit: 1.16, stop_loss: 0.98, rsi: 8"""
24,4,20,10000.0,11654.69,0.17,6.7,24,100.0,0.0,0,401.97,1654.69,16.55,1626.83,242.63,68.95,0.69,68.95,155722.5,43h 15m 22.50s,451155.0,125h 19m 15.00s,96636.0,26h 50m 36.00s,6507.34,-4852.64,-21.7,44.79,0.99,2.06,1.74,1.23,0.49,0.82,1.44,0,0,1,10,-273.61,1738.62,-1,"""xparam: 78, take_profit: 1.16, stop_loss: 0.98, rsi: 10"""
34,6,28,10000.0,12484.59,0.18,6.24,34,100.0,0.0,0,616.09,2484.59,24.85,1640.44,262.79,73.08,0.73,73.08,113006.4705882353,31h 23m 26.47s,441190.0,122h 33m 10.00s,42681.42857142857,11h 51m 21.43s,9842.63,-7358.04,-21.82,70.98,1.33,3.25,2.45,1.29,0.54,1.32,2.42,0,0,2,8,-302.53,1930.87,-3,"""xparam: 78, take_profit: 1.16, stop_loss: 0.98, rsi: 7"""
34,12,22,10000.0,9603.85,0.35,1.78,34,100.0,0.0,0,618.7,-396.15,-3.96,1127.16,632.82,-11.65,-0.12,-11.65,195875.29411764705,54h 24m 35.29s,266610.0,74h 3m 30.00s,157292.72727272726,43h 41m 32.73s,13525.88,-13922.03,-40.24,-9.31,0.17,-0.23,0.25,1.03,-0.04,0.15,0.22,1,663.83,3,8,-767.01,1825.81,1,"""xparam: 78, take_profit: 1.18, stop_loss: 0.95, rsi: 5"""
23,5,18,10000.0,7287.9,0.22,2.44,23,100.0,0.0,0,305.01,-2712.1,-27.12,1137.46,466.63,-117.92,-1.18,-117.92,299300.8695652174,83h 8m 20.87s,651648.0,181h 0m 48.00s,201426.66666666666,55h 57m 6.67s,5687.31,-8399.41,-37.25,-53.45,-0.93,-1.43,-1.31,0.86,-0.24,-0.89,-1.27,1,503.68,1,7,-534.1,1514.91,1,"""xparam: 78, take_profit: 1.18, stop_loss: 0.95, rsi: 7"""
31,8,23,10000.0,7813.64,0.26,2.2,31,100.0,0.0,0,444.2,-2186.36,-21.86,883.66,402.42,-70.53,-0.71,-70.53,191289.67741935485,53h 8m 9.68s,306667.5,85h 11m 7.50s,151158.26086956522,41h 59m 18.26s,7069.25,-9255.62,-36.39,-44.92,-0.72,-1.23,-1.09,0.88,-0.19,-0.64,-0.97,1,539.85,2,7,-463.9,1565.79,1,"""xparam: 78, take_profit: 1.18, stop_loss: 0.96, rsi: 6"""
27,8,19,10000.0,7399.09,0.3,1.7,27,100.0,0.0,0,374.15,-2600.91,-26.01,823.05,483.44,-96.33,-0.96,-96.33,240775.55555555556,66h 52m 55.56s,344467.5,95h 41m 7.50s,197115.7894736842,54h 45m 15.79s,6584.43,-9185.35,-37.01,-51.72,-0.86,-1.4,-1.23,0.86,-0.26,-0.81,-1.16,1,511.43,2,7,-561.0,1514.91,1,"""xparam: 78, take_profit: 1.18, stop_loss: 0.95, rsi: 6"""
26,5,21,10000.0,7736.95,0.19,3.04,26,100.0,0.0,0,358.78,-2263.05,-22.63,1183.46,389.54,-87.04,-0.87,-87.04,245520.0,68h 12m 0.00s,651648.0,181h 0m 48.00s,148822.85714285713,41h 20m 22.86s,5917.32,-8180.37,-34.59,-46.22,-0.76,-1.34,-1.14,0.88,-0.22,-0.7,-1.04,1,534.68,1,7,-449.01,1565.79,1,"""xparam: 78, take_profit: 1.18, stop_loss: 0.96, rsi: 7"""
23,4,19,10000.0,7865.58,0.17,3.41,23,100.0,0.0,0,323.57,-2134.42,-21.34,1352.85,397.15,-92.8,-0.93,-92.8,298437.39130434784,82h 53m 57.39s,762615.0,211h 50m 15.00s,200715.7894736842,55h 45m 15.79s,5411.39,-7545.81,-36.28,-44.03,-0.63,-1.21,-0.93,0.9,-0.2,-0.61,-0.89,1,545.01,1,10,-460.64,1685.01,1,"""xparam: 78, take_profit: 1.18, stop_loss: 0.96, rsi: 10"""
38,12,26,10000.0,10450.28,0.32,2.24,38,100.0,0.0,0,731.46,450.28,4.5,1208.62,540.51,11.85,0.12,11.85,159570.0,44h 19m 30.00s,241410.0,67h 3m 30.00s,121797.69230769231,33h 49m 57.69s,14503.42,-14053.14,-39.53,11.23,0.47,0.28,0.77,1.08,0.04,0.4,0.65,1,723.24,3,8,-646.18,1927.56,1,"""xparam: 78, take_profit: 1.18, stop_loss: 0.96, rsi: 5"""
41,11,30,10000.0,9633.96,0.27,2.64,41,100.0,0.0,0,718.9,-366.04,-3.66,980.9,371.86,-8.93,-0.09,-8.93,127034.63414634146,35h 17m 14.63s,187685.45454545456,52h 8m 5.45s,104796.0,29h 6m 36.00s,10789.9,-11155.94,-34.49,-8.62,0.12,-0.25,0.2,1.02,-0.04,0.11,0.17,1,118.42,3,9,-455.58,1667.53,1,"""xparam: 78, take_profit: 1.18, stop_loss: 0.97, rsi: 5"""
23,5,18,10000.0,7476.54,0.22,2.55,23,100.0,0.0,0,315.56,-2523.46,-25.23,1232.81,482.64,-109.72,-1.1,-109.72,313442.60869565216,87h 4m 2.61s,726744.0,201h 52m 24.00s,198636.66666666666,55h 10m 36.67s,6164.05,-8687.52,-38.54,-50.49,-0.8,-1.31,-1.15,0.87,-0.22,-0.8,-1.14,1,516.6,1,7,-578.04,1701.82,1,"""xparam: 78, take_profit: 1.18, stop_loss: 0.95, rsi: 8"""
21,4,17,10000.0,7165.91,0.19,2.76,21,100.0,0.0,0,282.99,-2834.09,-28.34,1307.35,474.32,-134.96,-1.35,-134.96,358445.71428571426,99h 34m 5.71s,795030.0,220h 50m 30.00s,255720.0,71h 2m 0.00s,5229.41,-8063.49,-41.32,-55.32,-0.9,-1.34,-1.26,0.86,-0.24,-0.86,-1.21,1,495.94,1,10,-577.41,1701.82,1,"""xparam: 78, take_profit: 1.18, stop_loss: 0.95, rsi: 9"""
18,4,14,10000.0,8391.13,0.22,2.71,18,100.0,0.0,0,258.9,-1608.87,-16.09,1371.92,506.9,-89.38,-0.89,-89.38,413900.0,114h 58m 20.00s,795030.0,220h 50m 30.00s,305005.71428571426,84h 43m 25.71s,5487.69,-7096.55,-35.08,-34.56,-0.34,-0.99,-0.5,0.94,-0.2,-0.32,-0.46,1,581.18,1,8,-609.17,1795.85,1,"""xparam: 78, take_profit: 1.18, stop_loss: 0.95, rsi: 10"""
46,9,37,10000.0,8799.74,0.2,3.51,46,100.0,0.0,0,701.77,-1200.26,-12.0,773.15,220.5,-26.09,-0.26,-26.09,84498.26086956522,23h 28m 18.26s,194400.0,54h 0m 0.00s,57765.40540540541,16h 2m 45.41s,6958.35,-8158.61,-25.39,-26.59,-0.39,-1.05,-0.63,0.93,-0.17,-0.38,-0.6,1,108.32,2,11,-250.09,1304.9,1,"""xparam: 78, take_profit: 1.18, stop_loss: 0.98, rsi: 5"""
33,7,26,10000.0,8391.66,0.21,3.02,33,100.0,0.0,0,517.24,-1608.34,-16.08,1000.4,331.2,-48.74,-0.49,-48.74,159680.0,44h 21m 20.00s,251734.2857142857,69h 55m 34.29s,134896.15384615384,37h 28m 16.15s,7002.82,-8611.16,-32.37,-34.55,-0.49,-1.07,-0.77,0.92,-0.18,-0.43,-0.68,0,0,2,8,-389.67,1616.66,-8,"""xparam: 78, take_profit: 1.18, stop_loss: 0.97, rsi: 6"""
26,4,22,10000.0,6920.71,0.15,3.45,26,100.0,0.0,0,346.74,-3079.29,-30.79,1299.46,376.23,-118.43,-1.18,-118.43,266727.6923076923,74h 5m 27.69s,762615.0,211h 50m 15.00s,176566.36363636365,49h 2m 46.36s,5197.84,-8277.13,-41.48,-58.92,-1.11,-1.42,-1.59,0.83,-0.22,-1.09,-1.57,1,477.86,1,12,-442.03,1609.71,1,"""xparam: 78, take_profit: 1.18, stop_loss: 0.96, rsi: 9"""
27,4,23,10000.0,8411.45,0.15,4.51,27,100.0,0.0,0,409.28,-1588.55,-15.89,1450.79,321.38,-58.84,-0.59,-58.84,211551.11111111112,58h 45m 51.11s,641760.0,178h 16m 0.00s,136732.1739130435,37h 58m 52.17s,5803.17,-7391.71,-29.64,-34.17,-0.49,-1.15,-0.77,0.92,-0.22,-0.45,-0.71,0,0,1,8,-374.37,1675.28,-8,"""xparam: 78, take_profit: 1.18, stop_loss: 0.97, rsi: 7"""
28,5,23,10000.0,7305.67,0.18,3.18,28,100.0,0.0,0,377.18,-2694.33,-26.94,1211.2,380.45,-96.23,-0.96,-96.23,236316.42857142858,65h 38m 36.43s,700812.0,194h 40m 12.00s,135339.13043478262,37h 35m 39.13s,6055.99,-8750.32,-38.24,-53.18,-0.98,-1.39,-1.44,0.85,-0.2,-0.94,-1.38,1,506.27,1,7,-440.89,1609.71,1,"""xparam: 78, take_profit: 1.18, stop_loss: 0.96, rsi: 8"""
29,4,25,10000.0,8103.91,0.14,4.75,29,100.0,0.0,0,433.34,-1896.09,-18.96,1506.61,316.9,-65.38,-0.65,-65.38,206462.06896551725,57h 21m 2.07s,703215.0,195h 20m 15.00s,126981.6,35h 16m 21.60s,6026.45,-7922.54,-31.88,-39.84,-0.64,-1.25,-1.0,0.9,-0.21,-0.61,-0.95,0,0,1,8,-372.47,1788.56,-8,"""xparam: 78, take_profit: 1.18, stop_loss: 0.97, rsi: 8"""
27,3,24,10000.0,7606.08,0.11,5.44,27,100.0,0.0,0,397.41,-2393.92,-23.94,1693.5,311.43,-88.66,-0.89,-88.66,233511.11111111112,64h 51m 51.11s,786420.0,218h 27m 0.00s,164397.5,45h 39m 57.50s,5080.5,-7474.42,-36.02,-48.39,-0.83,-1.34,-1.25,0.87,-0.24,-0.81,-1.22,0,0,1,14,-372.6,1788.56,-14,"""xparam: 78, take_profit: 1.18, stop_loss: 0.97, rsi: 9"""
23,3,20,10000.0,8641.16,0.13,5.28,23,100.0,0.0,0,355.15,-1358.84,-13.59,1731.12,327.61,-59.08,-0.59,-59.08,271147.82608695654,75h 19m 7.83s,786420.0,218h 27m 0.00s,193857.0,53h 50m 57.00s,5193.37,-6552.21,-29.6,-29.74,-0.32,-1.0,-0.49,0.95,-0.21,-0.3,-0.46,0,0,1,11,-384.96,1845.04,-11,"""xparam: 78, take_profit: 1.18, stop_loss: 0.97, rsi: 10"""
27,8,19,10000.0,7531.27,0.3,1.75,27,100.0,0.0,0,379.48,-2468.73,-24.69,855.01,489.94,-91.43,-0.91,-91.43,240786.66666666666,66h 53m 6.67s,344505.0,95h 41m 45.00s,197115.7894736842,54h 45m 15.79s,6840.12,-9308.85,-36.97,-49.61,-0.77,-1.34,-1.12,0.88,-0.25,-0.73,-1.06,1,521.77,2,7,-570.51,1684.65,1,"""xparam: 78, take_profit: 1.2, stop_loss: 0.95, rsi: 6"""
24,2,22,10000.0,8616.68,0.08,7.69,24,100.0,0.0,0,346.69,-1383.32,-13.83,1603.63,208.66,-57.64,-0.58,-57.64,220837.5,61h 20m 37.50s,1130160.0,313h 56m 0.00s,138171.81818181818,38h 22m 51.82s,3207.27,-4590.59,-25.0,-30.22,-0.43,-1.21,-0.65,0.92,-0.13,-0.39,-0.58,0,0,1,12,-238.65,1685.01,-12,"""xparam: 78, take_profit: 1.18, stop_loss: 0.98, rsi: 10"""
28,2,26,10000.0,7899.92,0.07,7.79,28,100.0,0.0,0,390.76,-2100.08,-21.0,1568.7,201.44,-75.0,-0.75,-75.0,189996.42857142858,52h 46m 36.43s,1130160.0,313h 56m 0.00s,117676.15384615384,32h 41m 16.15s,3137.4,-5237.48,-29.11,-43.44,-0.82,-1.49,-1.21,0.86,-0.17,-0.74,-1.1,0,0,1,15,-233.83,1647.36,-15,"""xparam: 78, take_profit: 1.18, stop_loss: 0.98, rsi: 9"""
31,3,28,10000.0,8100.33,0.1,6.17,31,100.0,0.0,0,429.3,-1899.67,-19.0,1233.5,200.01,-61.28,-0.61,-61.28,153350.32258064515,42h 35m 50.32s,822700.0,228h 31m 40.00s,81634.28571428571,22h 40m 34.29s,3700.51,-5600.17,-27.31,-39.91,-0.79,-1.46,-1.2,0.87,-0.13,-0.77,-1.17,0,0,1,10,-222.98,1457.82,-10,"""xparam: 78, take_profit: 1.18, stop_loss: 0.98, rsi: 7"""
32,3,29,10000.0,8139.67,0.09,6.59,32,100.0,0.0,0,446.32,-1860.33,-18.6,1327.31,201.46,-58.14,-0.58,-58.14,154327.5,42h 52m 7.50s,904640.0,251h 17m 20.00s,76708.96551724138,21h 18m 28.97s,3981.94,-5842.26,-26.96,-39.2,-0.76,-1.45,-1.15,0.87,-0.13,-0.75,-1.14,0,0,1,10,-228.42,1609.71,-10,"""xparam: 78, take_profit: 1.18, stop_loss: 0.98, rsi: 8"""
21,4,17,10000.0,7534.46,0.19,2.99,21,100.0,0.0,0,292.58,-2465.54,-24.66,1468.98,490.67,-117.41,-1.17,-117.41,359374.28571428574,99h 49m 34.29s,799905.0,222h 11m 45.00s,255720.0,71h 2m 0.00s,5875.91,-8341.45,-41.29,-49.56,-0.69,-1.2,-0.99,0.89,-0.22,-0.67,-0.96,1,521.77,1,10,-609.17,1955.24,1,"""xparam: 78, take_profit: 1.2, stop_loss: 0.95, rsi: 9"""
23,5,18,10000.0,7851.39,0.22,2.74,23,100.0,0.0,0,326.82,-2148.61,-21.49,1370.52,500.07,-93.42,-0.93,-93.42,314290.4347826087,87h 18m 10.43s,730644.0,202h 57m 24.00s,198636.66666666666,55h 10m 36.67s,6852.6,-9001.21,-38.58,-44.27,-0.59,-1.15,-0.87,0.91,-0.2,-0.58,-0.85,1,542.43,1,7,-608.95,1955.24,1,"""xparam: 78, take_profit: 1.2, stop_loss: 0.95, rsi: 8"""
38,5,33,10000.0,7354.53,0.13,3.79,38,100.0,0.0,0,495.51,-2645.47,-26.45,714.96,188.49,-69.62,-0.7,-69.62,106378.42105263157,29h 32m 58.42s,289440.0,80h 24m 0.00s,78641.81818181818,21h 50m 41.82s,3574.78,-6220.25,-34.01,-52.42,-1.31,-1.54,-1.97,0.78,-0.11,-1.24,-1.87,0,0,2,10,-214.34,1018.0,-10,"""xparam: 78, take_profit: 1.18, stop_loss: 0.98, rsi: 6"""
23,5,18,10000.0,7535.32,0.22,2.57,23,100.0,0.0,0,312.46,-2464.68,-24.65,1226.92,477.74,-107.16,-1.07,-107.16,299903.47826086957,83h 18m 23.48s,654420.0,181h 47m 0.00s,201426.66666666666,55h 57m 6.67s,6134.59,-8599.27,-35.74,-49.54,-0.77,-1.39,-1.11,0.88,-0.26,-0.74,-1.06,1,521.77,1,7,-551.43,1684.65,1,"""xparam: 78, take_profit: 1.2, stop_loss: 0.95, rsi: 7"""
28,5,23,10000.0,7684.84,0.18,3.43,28,100.0,0.0,0,390.83,-2315.16,-23.15,1350.39,394.22,-82.68,-0.83,-82.68,237015.0,65h 50m 15.00s,704724.0,195h 45m 24.00s,135339.13043478262,37h 35m 39.13s,6751.93,-9067.09,-37.24,-47.09,-0.74,-1.26,-1.12,0.88,-0.19,-0.7,-1.06,1,532.1,1,7,-465.8,1852.87,1,"""xparam: 78, take_profit: 1.2, stop_loss: 0.96, rsi: 8"""
34,12,22,10000.0,9930.82,0.35,1.82,34,100.0,0.0,0,637.63,-69.18,-0.69,1189.97,652.22,-2.03,-0.02,-2.03,196233.5294117647,54h 30m 33.53s,267625.0,74h 20m 25.00s,157292.72727272726,43h 41m 32.73s,14279.66,-14348.84,-40.25,-1.66,0.3,-0.04,0.46,1.05,-0.01,0.26,0.41,1,687.08,3,8,-792.37,2068.1,1,"""xparam: 78, take_profit: 1.2, stop_loss: 0.95, rsi: 5"""
27,3,24,10000.0,8001.12,0.11,5.94,27,100.0,0.0,0,411.55,-1998.88,-19.99,1916.63,322.87,-74.03,-0.74,-74.03,234235.55555555556,65h 3m 55.56s,792940.0,220h 15m 40.00s,164397.5,45h 39m 57.50s,5749.9,-7748.78,-36.01,-41.67,-0.59,-1.16,-0.92,0.9,-0.21,-0.59,-0.9,0,0,1,14,-392.03,2062.24,-14,"""xparam: 78, take_profit: 1.2, stop_loss: 0.97, rsi: 9"""
18,4,14,10000.0,8814.0,0.22,2.93,18,100.0,0.0,0,267.63,-1186.0,-11.86,1539.08,524.45,-65.89,-0.66,-65.89,414983.3333333333,115h 16m 23.33s,799905.0,222h 11m 45.00s,305005.71428571426,84h 43m 25.71s,6156.31,-7342.31,-35.12,-26.3,-0.14,-0.75,-0.21,0.98,-0.15,-0.13,-0.2,1,609.59,1,8,-640.92,2059.8,1,"""xparam: 78, take_profit: 1.2, stop_loss: 0.95, rsi: 10"""
46,9,37,10000.0,8799.74,0.2,3.51,46,100.0,0.0,0,701.77,-1200.26,-12.0,773.15,220.5,-26.09,-0.26,-26.09,84498.26086956522,23h 28m 18.26s,194400.0,54h 0m 0.00s,57765.40540540541,16h 2m 45.41s,6958.35,-8158.61,-25.39,-26.59,-0.39,-1.05,-0.63,0.93,-0.17,-0.38,-0.6,1,108.32,2,11,-250.09,1304.9,1,"""xparam: 78, take_profit: 1.2, stop_loss: 0.98, rsi: 5"""
33,7,26,10000.0,8528.6,0.21,3.09,33,100.0,0.0,0,525.03,-1471.4,-14.71,1038.53,336.2,-44.59,-0.45,-44.59,159689.0909090909,44h 21m 29.09s,251777.14285714287,69h 56m 17.14s,134896.15384615384,37h 28m 16.15s,7269.69,-8741.09,-32.38,-31.94,-0.4,-0.99,-0.65,0.93,-0.16,-0.35,-0.57,0,0,2,8,-395.48,1797.8,-8,"""xparam: 78, take_profit: 1.2, stop_loss: 0.97, rsi: 6"""
31,8,23,10000.0,7937.83,0.26,2.24,31,100.0,0.0,0,450.64,-2062.17,-20.62,916.03,408.28,-66.52,-0.67,-66.52,191299.35483870967,53h 8m 19.35s,306705.0,85h 11m 45.00s,151158.26086956522,41h 59m 18.26s,7328.27,-9390.44,-36.43,-42.78,-0.64,-1.17,-0.98,0.9,-0.18,-0.57,-0.87,1,550.18,2,7,-472.87,1741.22,1,"""xparam: 78, take_profit: 1.2, stop_loss: 0.96, rsi: 6"""
27,4,23,10000.0,8695.06,0.15,4.76,27,100.0,0.0,0,420.18,-1304.94,-13.05,1571.25,330.0,-48.33,-0.48,-48.33,212064.44444444444,58h 54m 24.44s,645225.0,179h 13m 45.00s,136732.1739130435,37h 58m 52.17s,6285.0,-7589.94,-29.66,-28.68,-0.32,-0.97,-0.52,0.94,-0.19,-0.29,-0.48,0,0,1,8,-386.73,1889.86,-8,"""xparam: 78, take_profit: 1.2, stop_loss: 0.97, rsi: 7"""
29,4,25,10000.0,8516.39,0.14,5.12,29,100.0,0.0,0,449.62,-1483.61,-14.84,1685.79,329.07,-51.16,-0.51,-51.16,207136.55172413794,57h 32m 16.55s,708105.0,196h 41m 45.00s,126981.6,35h 16m 21.60s,6743.14,-8226.75,-31.94,-32.17,-0.4,-1.01,-0.64,0.93,-0.17,-0.37,-0.6,0,0,1,8,-391.38,2062.24,-8,"""xparam: 78, take_profit: 1.2, stop_loss: 0.97, rsi: 8"""
41,11,30,10000.0,9796.05,0.27,2.68,41,100.0,0.0,0,729.13,-203.95,-2.04,1009.85,377.08,-4.97,-0.05,-4.97,127041.9512195122,35h 17m 21.95s,187712.72727272726,52h 8m 32.73s,104796.0,29h 6m 36.00s,11108.37,-11312.32,-34.5,-4.86,0.2,-0.14,0.33,1.03,-0.02,0.17,0.29,1,120.26,3,9,-463.33,1854.37,1,"""xparam: 78, take_profit: 1.2, stop_loss: 0.97, rsi: 5"""
26,5,21,10000.0,8002.33,0.19,3.2,26,100.0,0.0,0,368.0,-1997.67,-19.98,1277.96,399.4,-76.83,-0.77,-76.83,246053.07692307694,68h 20m 53.08s,654420.0,181h 47m 0.00s,148822.85714285713,41h 20m 22.86s,6389.82,-8387.49,-34.55,-41.65,-0.6,-1.21,-0.92,0.9,-0.2,-0.55,-0.83,1,552.76,1,7,-465.29,1755.51,1,"""xparam: 78, take_profit: 1.2, stop_loss: 0.96, rsi: 7"""
31,3,28,10000.0,8241.07,0.1,6.43,31,100.0,0.0,0,434.2,-1758.93,-17.59,1301.0,202.21,-56.74,-0.57,-56.74,153787.74193548388,42h 43m 7.74s,827220.0,229h 47m 0.00s,81634.28571428571,22h 40m 34.29s,3903.01,-5661.94,-26.13,-37.35,-0.7,-1.43,-1.07,0.88,-0.13,-0.68,-1.04,0,0,1,10,-226.6,1621.16,-10,"""xparam: 78, take_profit: 1.2, stop_loss: 0.98, rsi: 7"""
38,12,26,10000.0,10797.18,0.32,2.29,38,100.0,0.0,0,753.51,797.18,7.97,1273.27,557.0,20.98,0.21,20.98,159890.52631578947,44h 24m 50.53s,242425.0,67h 20m 25.00s,121797.69230769231,33h 49m 57.69s,15279.28,-14482.1,-39.53,20.37,0.6,0.52,1.0,1.1,0.06,0.5,0.83,1,746.49,3,8,-666.61,2174.96,1,"""xparam: 78, take_profit: 1.2, stop_loss: 0.96, rsi: 5"""
26,4,22,10000.0,7287.56,0.15,3.76,26,100.0,0.0,0,358.67,-2712.44,-27.12,1462.93,389.28,-104.32,-1.04,-104.32,267480.0,74h 18m 0.00s,767505.0,213h 11m 45.00s,176566.36363636365,49h 2m 46.36s,5851.74,-8564.18,-40.47,-53.46,-0.88,-1.32,-1.29,0.86,-0.21,-0.87,-1.28,1,503.68,1,12,-465.29,1852.87,1,"""xparam: 78, take_profit: 1.2, stop_loss: 0.96, rsi: 9"""
23,4,19,10000.0,8268.11,0.17,3.7,23,100.0,0.0,0,334.44,-1731.89,-17.32,1518.22,410.78,-75.3,-0.75,-75.3,299287.82608695654,83h 8m 7.83s,767505.0,213h 11m 45.00s,200715.7894736842,55h 45m 15.79s,6072.89,-7804.79,-35.21,-36.85,-0.42,-1.05,-0.62,0.93,-0.18,-0.4,-0.6,1,570.84,1,10,-483.91,1936.62,1,"""xparam: 78, take_profit: 1.2, stop_loss: 0.96, rsi: 10"""
23,3,20,10000.0,9082.19,0.13,5.77,23,100.0,0.0,0,367.74,-917.81,-9.18,1958.47,339.66,-39.9,-0.4,-39.9,271998.26086956525,75h 33m 18.26s,792940.0,220h 15m 40.00s,193857.0,53h 50m 57.00s,5875.41,-6793.22,-29.62,-20.76,-0.1,-0.7,-0.15,0.98,-0.15,-0.09,-0.14,0,0,1,11,-404.39,2125.05,-11,"""xparam: 78, take_profit: 1.2, stop_loss: 0.97, rsi: 10"""
38,5,33,10000.0,7354.53,0.13,3.79,38,100.0,0.0,0,495.51,-2645.47,-26.45,714.96,188.49,-69.62,-0.7,-69.62,106378.42105263157,29h 32m 58.42s,289440.0,80h 24m 0.00s,78641.81818181818,21h 50m 41.82s,3574.78,-6220.25,-34.01,-52.42,-1.31,-1.54,-1.97,0.78,-0.11,-1.24,-1.87,0,0,2,10,-214.34,1018.0,-10,"""xparam: 78, take_profit: 1.2, stop_loss: 0.98, rsi: 6"""
24,2,22,10000.0,8907.92,0.08,8.44,24,100.0,0.0,0,354.1,-1092.08,-10.92,1799.02,213.19,-45.5,-0.46,-45.5,221640.0,61h 34m 0.00s,1139790.0,316h 36m 30.00s,138171.81818181818,38h 22m 51.82s,3598.03,-4690.11,-25.02,-24.39,-0.27,-0.97,-0.41,0.95,-0.11,-0.24,-0.37,0,0,1,12,-247.09,1905.22,-12,"""xparam: 78, take_profit: 1.2, stop_loss: 0.98, rsi: 10"""
28,2,26,10000.0,8171.58,0.07,8.56,28,100.0,0.0,0,398.98,-1828.42,-18.28,1760.17,205.72,-65.3,-0.65,-65.3,190684.2857142857,52h 58m 4.29s,1139790.0,316h 36m 30.00s,117676.15384615384,32h 41m 16.15s,3520.33,-5348.75,-27.74,-38.62,-0.65,-1.39,-0.98,0.89,-0.16,-0.59,-0.89,0,0,1,15,-241.06,1863.34,-15,"""xparam: 78, take_profit: 1.2, stop_loss: 0.98, rsi: 9"""
32,3,29,10000.0,8419.36,0.09,7.11,32,100.0,0.0,0,456.11,-1580.64,-15.81,1462.86,205.83,-49.39,-0.49,-49.39,154929.375,43h 2m 9.38s,911060.0,253h 4m 20.00s,76708.96551724138,21h 18m 28.97s,4388.58,-5969.21,-26.01,-34.02,-0.58,-1.31,-0.89,0.9,-0.12,-0.58,-0.89,0,0,1,10,-236.16,1821.47,-10,"""xparam: 78, take_profit: 1.2, stop_loss: 0.98, rsi: 8"""
