Total trades,Total Winning Trades,Total Losing Trades,Starting Balance,Finishing Balance,Win Rate,Ratio Avg Win/Loss,Longs Count,Longs %,Shorts %,Shorts Count,Fee,Net Profit,Net Profit %,Average Win,Average Loss,Expectancy,Expectancy %,Expected Net Profit Every 100 Trades,Avg Holding Time,Avg Winning Holding Time,Avg Losing Holding Time,Gross Profit,Gross Loss,Max Drawdown,Annual Return,Sharpe Ratio,Calmar Ratio,Sortino Ratio,Omega Ratio,Serenity Index,Total Open Trades,Open PL,Winning Streak,Losing Streak,Largest Losing Trade,Largest Winning Trade,Current Streak,Hyperparameters
17,5,12,10000.0,9649.44,0.29,2.18,17,100.0,0.0,0,253.75,-350.56,-3.51,696.57,319.45,-20.62,-0.21,-20.62,91h 17m 45.88s,137h 28m 24.00s,72h 3m 20.00s,3482.86,-3833.42,-18.51,-8.26,-0.08,-0.45,-0.14,0.98,-inf,1,71.86,2,6,-353.33,1189.93,2,"""xparam: 76, take_profit: 1.12, stop_loss: 0.97, rsi: 10"""
36,19,17,10000.0,11686.88,0.53,1.28,36,100.0,0.0,0,599.35,1686.88,16.87,293.84,229.18,46.86,0.47,46.86,45h 29m 43.33s,57h 12m 25.26s,32h 24m 21.18s,5583.0,-3896.12,-14.68,45.76,1.34,3.12,2.37,1.3,inf,1,0.0,5,3,-257.27,1199.99,-1,"""xparam: 76, take_profit: 1.12, stop_loss: 0.98, rsi: 5"""
26,9,17,10000.0,12413.98,0.35,2.99,26,100.0,0.0,0,461.78,2413.98,24.14,730.41,244.69,92.85,0.93,92.85,55h 23m 0.00s,85h 43m 26.67s,39h 19m 14.12s,6573.68,-4159.7,-10.09,68.66,1.66,6.81,3.24,1.44,inf,1,0.0,3,5,-278.27,1305.34,-1,"""xparam: 76, take_profit: 1.12, stop_loss: 0.98, rsi: 7"""
31,14,17,10000.0,12656.38,0.45,2.02,31,100.0,0.0,0,538.45,2656.38,26.56,476.53,236.18,85.69,0.86,85.69,51h 29m 15.48s,65h 55m 25.71s,39h 35m 56.47s,6671.36,-4014.98,-14.21,76.73,1.89,5.4,3.42,1.47,inf,1,0.0,3,6,-265.06,1214.99,-1,"""xparam: 76, take_profit: 1.12, stop_loss: 0.98, rsi: 6"""
24,7,17,10000.0,11291.99,0.29,3.2,24,100.0,0.0,0,416.58,1291.99,12.92,767.48,240.02,53.83,0.54,53.83,55h 59m 35.00s,57h 3m 17.14s,55h 33m 21.18s,5372.36,-4080.37,-14.31,34.14,1.04,2.39,1.92,1.26,inf,1,0.0,3,7,-273.43,1305.34,-1,"""xparam: 76, take_profit: 1.12, stop_loss: 0.98, rsi: 8"""
21,5,16,10000.0,10250.92,0.24,3.43,21,100.0,0.0,0,317.3,250.92,2.51,749.31,218.48,11.95,0.12,11.95,76h 16m 11.43s,99h 50m 24.00s,68h 54m 15.00s,3746.55,-3495.63,-13.36,6.17,0.34,0.46,0.61,1.08,inf,1,76.33,2,6,-241.17,1187.66,2,"""xparam: 76, take_profit: 1.12, stop_loss: 0.98, rsi: 9"""
21,5,16,10000.0,10003.45,0.24,3.2,21,100.0,0.0,0,313.35,3.45,0.03,692.13,216.07,0.16,0.0,0.16,67h 47m 34.29s,100h 29m 48.00s,57h 34m 22.50s,3460.65,-3457.19,-13.36,0.08,0.16,0.01,0.28,1.04,inf,1,74.5,2,6,-235.41,1158.77,2,"""xparam: 76, take_profit: 1.12, stop_loss: 0.98, rsi: 10"""
22,13,9,10000.0,11351.98,0.59,0.92,22,100.0,0.0,0,362.22,1351.98,13.52,418.25,453.92,61.45,0.61,61.45,85h 48m 10.91s,97h 50m 46.15s,68h 24m 26.67s,5437.31,-4085.32,-18.59,35.87,1.07,1.93,1.73,1.23,inf,1,0.0,4,3,-612.07,946.38,-1,"""xparam: 76, take_profit: 1.14, stop_loss: 0.95, rsi: 6"""
17,10,7,10000.0,12020.76,0.59,1.08,17,100.0,0.0,0,293.31,2020.76,20.21,571.19,527.3,118.87,1.19,118.87,105h 43m 56.47s,120h 2m 18.00s,85h 17m 42.86s,5711.87,-3691.11,-15.66,56.03,1.35,3.58,2.52,1.33,inf,1,0.0,3,3,-648.15,1505.72,-1,"""xparam: 76, take_profit: 1.14, stop_loss: 0.95, rsi: 7"""
16,9,7,10000.0,11752.91,0.56,1.14,16,100.0,0.0,0,276.9,1752.91,17.53,607.74,530.97,109.56,1.1,109.56,113h 20m 26.25s,135h 9m 13.33s,85h 17m 42.86s,5469.69,-3716.78,-15.67,47.76,1.2,3.05,2.24,1.29,inf,1,0.0,3,3,-657.34,1511.76,-1,"""xparam: 76, take_profit: 1.14, stop_loss: 0.95, rsi: 8"""
27,18,9,10000.0,10742.26,0.67,0.6,27,100.0,0.0,0,433.5,742.26,7.42,253.2,423.92,27.49,0.27,27.49,69h 9m 46.67s,72h 40m 0.00s,62h 9m 20.00s,4557.55,-3815.29,-17.27,18.9,0.71,1.09,1.14,1.14,inf,1,0.0,6,2,-610.21,944.44,-1,"""xparam: 76, take_profit: 1.14, stop_loss: 0.95, rsi: 5"""
12,6,6,10000.0,10106.32,0.5,1.03,12,100.0,0.0,0,181.39,106.32,1.06,548.99,531.27,8.86,0.09,8.86,159h 57m 45.00s,184h 43m 50.00s,135h 11m 40.00s,3293.95,-3187.63,-15.73,2.59,0.25,0.16,0.43,1.05,inf,1,75.31,2,3,-560.81,1309.19,2,"""xparam: 76, take_profit: 1.14, stop_loss: 0.95, rsi: 9"""
12,6,6,10000.0,10036.64,0.5,1.01,12,100.0,0.0,0,181.01,36.64,0.37,536.76,530.65,3.05,0.03,3.05,144h 47m 15.00s,184h 3m 50.00s,105h 30m 40.00s,3220.56,-3183.91,-15.73,0.89,0.2,0.06,0.35,1.04,inf,1,74.7,2,3,-560.81,1309.19,2,"""xparam: 76, take_profit: 1.14, stop_loss: 0.95, rsi: 10"""
28,18,10,10000.0,10963.83,0.64,0.7,28,100.0,0.0,0,450.43,963.83,9.64,253.53,359.97,34.42,0.34,34.42,66h 0m 27.86s,72h 40m 0.00s,54h 1m 18.00s,4563.56,-3599.74,-17.31,24.91,0.87,1.44,1.44,1.18,inf,1,0.0,6,2,-491.72,944.44,-1,"""xparam: 76, take_profit: 1.14, stop_loss: 0.96, rsi: 5"""
22,13,9,10000.0,12212.77,0.59,1.14,22,100.0,0.0,0,376.75,2212.77,22.13,431.9,377.99,100.58,1.01,100.58,84h 24m 40.91s,97h 50m 46.15s,65h 0m 20.00s,5614.68,-3401.91,-15.12,62.12,1.64,4.11,2.78,1.37,inf,1,0.0,4,3,-508.71,946.38,-1,"""xparam: 76, take_profit: 1.14, stop_loss: 0.96, rsi: 6"""
18,10,8,10000.0,12269.56,0.56,1.31,18,100.0,0.0,0,318.98,2269.56,22.7,583.08,445.16,126.09,1.26,126.09,99h 15m 3.33s,120h 2m 18.00s,73h 16m 0.00s,5830.81,-3561.25,-12.98,63.95,1.49,4.93,2.86,1.38,inf,1,0.0,3,3,-544.52,1520.84,-1,"""xparam: 76, take_profit: 1.14, stop_loss: 0.96, rsi: 7"""
13,6,7,10000.0,10243.06,0.46,1.26,13,100.0,0.0,0,202.15,243.06,2.43,551.84,438.28,18.7,0.19,18.7,132h 48m 23.08s,184h 3m 50.00s,88h 52m 17.14s,3311.02,-3067.96,-15.01,5.98,0.34,0.4,0.6,1.08,inf,1,76.33,2,3,-471.67,1321.28,2,"""xparam: 76, take_profit: 1.14, stop_loss: 0.96, rsi: 10"""
17,9,8,10000.0,11995.45,0.53,1.38,17,100.0,0.0,0,302.54,1995.45,19.95,620.6,448.74,117.38,1.17,117.38,106h 1m 49.41s,135h 9m 13.33s,73h 16m 0.00s,5585.39,-3589.93,-14.41,55.24,1.34,3.83,2.56,1.34,inf,1,0.0,3,3,-551.93,1526.88,-1,"""xparam: 76, take_profit: 1.14, stop_loss: 0.96, rsi: 8"""
25,13,12,10000.0,12220.91,0.52,1.5,25,100.0,0.0,0,419.35,2220.91,22.21,444.58,296.55,88.84,0.89,88.84,71h 10m 12.00s,96h 0m 0.00s,44h 16m 15.00s,5779.52,-3558.61,-15.75,62.39,1.66,3.96,2.85,1.38,inf,1,0.0,3,4,-377.45,962.95,-1,"""xparam: 76, take_profit: 1.14, stop_loss: 0.97, rsi: 6"""
32,18,14,10000.0,10649.25,0.56,0.9,32,100.0,0.0,0,498.64,649.25,6.49,259.87,287.74,20.29,0.2,20.29,55h 25m 58.12s,71h 20m 0.00s,34h 59m 21.43s,4677.6,-4028.35,-19.67,16.42,0.65,0.84,1.08,1.13,inf,1,0.0,5,3,-364.39,944.44,-1,"""xparam: 76, take_profit: 1.14, stop_loss: 0.97, rsi: 5"""
20,8,12,10000.0,11065.95,0.4,1.89,20,100.0,0.0,0,340.75,1065.95,10.66,640.1,337.91,53.3,0.53,53.3,75h 49m 39.00s,86h 2m 52.50s,69h 0m 50.00s,5120.84,-4054.89,-14.04,27.74,0.85,1.98,1.6,1.21,inf,1,0.0,3,4,-392.62,1493.62,-1,"""xparam: 76, take_profit: 1.14, stop_loss: 0.97, rsi: 8"""
22,10,12,10000.0,12126.49,0.45,1.82,22,100.0,0.0,0,384.46,2126.49,21.26,626.29,344.7,96.66,0.97,96.66,73h 17m 51.82s,106h 2m 18.00s,46h 0m 50.00s,6262.87,-4136.38,-11.74,59.37,1.43,5.06,2.8,1.37,inf,1,0.0,3,4,-402.07,1487.58,-1,"""xparam: 76, take_profit: 1.14, stop_loss: 0.97, rsi: 7"""
16,6,10,10000.0,10421.07,0.38,1.88,16,100.0,0.0,0,253.27,421.07,4.21,631.19,336.61,26.32,0.26,26.32,112h 14m 15.00s,133h 23m 50.00s,99h 32m 30.00s,3787.15,-3366.07,-15.19,10.48,0.45,0.69,0.83,1.1,inf,1,77.55,2,4,-366.45,1336.4,2,"""xparam: 76, take_profit: 1.14, stop_loss: 0.97, rsi: 9"""
13,6,7,10000.0,10313.06,0.46,1.29,13,100.0,0.0,0,202.69,313.06,3.13,564.74,439.34,24.08,0.24,24.08,146h 2m 36.92s,184h 43m 50.00s,112h 53m 0.00s,3388.42,-3075.36,-14.42,7.74,0.38,0.54,0.67,1.08,inf,1,76.73,2,3,-471.67,1321.28,2,"""xparam: 76, take_profit: 1.14, stop_loss: 0.96, rsi: 9"""
17,5,12,10000.0,9632.67,0.29,2.17,17,100.0,0.0,0,254.98,-367.33,-3.67,696.71,320.91,-21.61,-0.22,-21.61,91h 49m 35.29s,139h 16m 36.00s,72h 3m 20.00s,3483.53,-3850.86,-18.5,-8.65,-0.08,-0.47,-0.14,0.98,-inf,1,71.66,2,6,-352.4,1294.07,2,"""xparam: 76, take_profit: 1.14, stop_loss: 0.97, rsi: 10"""
36,19,17,10000.0,11226.28,0.53,1.18,36,100.0,0.0,0,582.2,1226.28,12.26,263.61,222.49,34.06,0.34,34.06,46h 11m 30.00s,58h 31m 34.74s,32h 24m 21.18s,5008.65,-3782.36,-14.68,32.26,1.07,2.2,1.81,1.23,inf,1,0.0,5,3,-251.23,976.85,-1,"""xparam: 76, take_profit: 1.14, stop_loss: 0.98, rsi: 5"""
31,14,17,10000.0,12154.86,0.45,1.89,31,100.0,0.0,0,521.82,2154.86,21.55,432.05,229.05,69.51,0.7,69.51,52h 17m 46.45s,67h 42m 51.43s,39h 35m 56.47s,6048.71,-3893.85,-14.21,60.27,1.64,4.24,2.86,1.38,inf,1,0.0,3,6,-254.53,990.75,-1,"""xparam: 76, take_profit: 1.14, stop_loss: 0.98, rsi: 6"""
24,7,17,10000.0,11075.48,0.29,3.08,24,100.0,0.0,0,410.79,1075.48,10.75,728.48,236.7,44.81,0.45,44.81,57h 11m 37.50s,61h 10m 17.14s,55h 33m 21.18s,5099.33,-4023.84,-14.31,28.01,0.89,1.96,1.67,1.22,inf,1,0.0,3,7,-267.98,1492.17,-1,"""xparam: 76, take_profit: 1.14, stop_loss: 0.98, rsi: 8"""
26,9,17,10000.0,12133.92,0.35,2.87,26,100.0,0.0,0,453.66,2133.92,21.34,691.32,240.47,82.07,0.82,82.07,56h 29m 11.54s,88h 54m 40.00s,39h 19m 14.12s,6221.87,-4087.95,-10.09,59.61,1.49,5.91,2.93,1.39,inf,1,0.0,3,5,-271.87,1486.19,-1,"""xparam: 76, take_profit: 1.14, stop_loss: 0.98, rsi: 7"""
21,5,16,10000.0,10101.48,0.24,3.29,21,100.0,0.0,0,317.16,101.48,1.01,719.92,218.63,4.83,0.05,4.83,78h 13m 20.00s,108h 2m 24.00s,68h 54m 15.00s,3599.59,-3498.11,-13.35,2.47,0.24,0.19,0.43,1.05,inf,1,75.31,2,6,-237.33,1291.82,2,"""xparam: 76, take_profit: 1.14, stop_loss: 0.98, rsi: 9"""
21,5,16,10000.0,10034.48,0.24,3.23,21,100.0,0.0,0,316.09,34.48,0.34,704.37,217.96,1.64,0.02,1.64,69h 12m 28.57s,106h 26m 24.00s,57h 34m 22.50s,3521.85,-3487.37,-13.35,0.84,0.19,0.06,0.34,1.04,inf,1,74.7,2,6,-236.05,1291.82,2,"""xparam: 76, take_profit: 1.14, stop_loss: 0.98, rsi: 10"""
27,18,9,10000.0,10742.26,0.67,0.6,27,100.0,0.0,0,433.5,742.26,7.42,253.2,423.92,27.49,0.27,27.49,69h 9m 46.67s,72h 40m 0.00s,62h 9m 20.00s,4557.55,-3815.29,-17.27,18.9,0.71,1.09,1.14,1.14,inf,1,0.0,6,2,-610.21,944.44,-1,"""xparam: 76, take_profit: 1.16, stop_loss: 0.95, rsi: 5"""
22,13,9,10000.0,11351.98,0.59,0.92,22,100.0,0.0,0,362.22,1351.98,13.52,418.25,453.92,61.45,0.61,61.45,85h 48m 10.91s,97h 50m 46.15s,68h 24m 26.67s,5437.31,-4085.32,-18.59,35.87,1.07,1.93,1.73,1.23,inf,1,0.0,4,3,-612.07,946.38,-1,"""xparam: 76, take_profit: 1.16, stop_loss: 0.95, rsi: 6"""
16,9,7,10000.0,11098.48,0.56,1.02,16,100.0,0.0,0,265.57,1098.48,10.98,515.65,506.06,68.66,0.69,68.66,114h 49m 0.00s,137h 46m 40.00s,85h 17m 42.86s,4640.87,-3542.39,-19.03,28.65,0.84,1.51,1.47,1.19,inf,1,0.0,3,3,-620.57,982.82,-1,"""xparam: 76, take_profit: 1.16, stop_loss: 0.95, rsi: 8"""
12,6,6,10000.0,9544.05,0.5,0.85,12,100.0,0.0,0,172.53,-455.95,-4.56,430.51,506.5,-38.0,-0.38,-38.0,161h 55m 50.00s,188h 40m 0.00s,135h 11m 40.00s,2583.07,-3039.02,-19.02,-10.67,-0.11,-0.56,-0.19,0.98,-inf,1,71.05,2,3,-530.16,910.74,2,"""xparam: 76, take_profit: 1.16, stop_loss: 0.95, rsi: 9"""
12,6,6,10000.0,9477.02,0.5,0.83,12,100.0,0.0,0,172.18,-522.98,-5.23,418.93,506.09,-43.58,-0.44,-43.58,146h 45m 20.00s,188h 0m 0.00s,105h 30m 40.00s,2513.56,-3036.54,-19.03,-12.18,-0.17,-0.64,-0.28,0.96,-inf,1,70.64,2,3,-530.16,910.74,2,"""xparam: 76, take_profit: 1.16, stop_loss: 0.95, rsi: 10"""
17,10,7,10000.0,11351.07,0.59,0.97,17,100.0,0.0,0,281.04,1351.07,13.51,486.9,502.57,79.47,0.79,79.47,107h 7m 17.65s,122h 24m 0.00s,85h 17m 42.86s,4869.05,-3517.98,-19.02,35.84,0.98,1.88,1.73,1.23,inf,1,0.0,3,3,-612.91,946.38,-1,"""xparam: 76, take_profit: 1.16, stop_loss: 0.95, rsi: 7"""
22,13,9,10000.0,12212.77,0.59,1.14,22,100.0,0.0,0,376.75,2212.77,22.13,431.9,377.99,100.58,1.01,100.58,84h 24m 40.91s,97h 50m 46.15s,65h 0m 20.00s,5614.68,-3401.91,-15.12,62.12,1.64,4.11,2.78,1.37,inf,1,0.0,4,3,-508.71,946.38,-1,"""xparam: 76, take_profit: 1.16, stop_loss: 0.96, rsi: 6"""
17,9,8,10000.0,11326.98,0.53,1.23,17,100.0,0.0,0,289.8,1326.98,13.27,527.12,427.14,78.06,0.78,78.06,107h 25m 10.59s,137h 46m 40.00s,73h 16m 0.00s,4744.09,-3417.12,-16.45,35.15,0.97,2.14,1.74,1.23,inf,1,0.0,3,3,-521.06,982.82,-1,"""xparam: 76, take_profit: 1.16, stop_loss: 0.96, rsi: 8"""
28,18,10,10000.0,10963.83,0.64,0.7,28,100.0,0.0,0,450.43,963.83,9.64,253.53,359.97,34.42,0.34,34.42,66h 0m 27.86s,72h 40m 0.00s,54h 1m 18.00s,4563.56,-3599.74,-17.31,24.91,0.87,1.44,1.44,1.18,inf,1,0.0,6,2,-491.72,944.44,-1,"""xparam: 76, take_profit: 1.16, stop_loss: 0.96, rsi: 5"""
18,10,8,10000.0,11585.89,0.56,1.17,18,100.0,0.0,0,305.31,1585.89,15.86,497.55,423.7,88.1,0.88,88.1,100h 33m 46.67s,122h 24m 0.00s,73h 16m 0.00s,4975.51,-3389.63,-16.44,42.74,1.12,2.6,2.01,1.26,inf,1,0.0,3,3,-514.89,946.38,-1,"""xparam: 76, take_profit: 1.16, stop_loss: 0.96, rsi: 7"""
13,6,7,10000.0,9672.04,0.46,1.04,13,100.0,0.0,0,192.03,-327.96,-3.28,431.89,417.04,-25.23,-0.25,-25.23,134h 37m 23.08s,188h 0m 0.00s,88h 52m 17.14s,2591.31,-2919.27,-16.45,-7.74,-0.04,-0.47,-0.07,0.99,-inf,1,72.06,2,3,-444.51,947.7,2,"""xparam: 76, take_profit: 1.16, stop_loss: 0.96, rsi: 10"""
13,6,7,10000.0,9738.76,0.46,1.06,13,100.0,0.0,0,192.54,-261.24,-2.61,444.08,417.96,-20.1,-0.2,-20.1,147h 51m 36.92s,188h 40m 0.00s,112h 53m 0.00s,2664.47,-2925.71,-16.45,-6.2,0.01,-0.38,0.02,1.0,inf,1,72.47,2,3,-444.51,947.7,2,"""xparam: 76, take_profit: 1.16, stop_loss: 0.96, rsi: 9"""
32,18,14,10000.0,10649.25,0.56,0.9,32,100.0,0.0,0,498.64,649.25,6.49,259.87,287.74,20.29,0.2,20.29,55h 25m 58.12s,71h 20m 0.00s,34h 59m 21.43s,4677.6,-4028.35,-19.67,16.42,0.65,0.84,1.08,1.13,inf,1,0.0,5,3,-364.39,944.44,-1,"""xparam: 76, take_profit: 1.16, stop_loss: 0.97, rsi: 5"""
25,13,12,10000.0,12220.91,0.52,1.5,25,100.0,0.0,0,419.35,2220.91,22.21,444.58,296.55,88.84,0.89,88.84,71h 10m 12.00s,96h 0m 0.00s,44h 16m 15.00s,5779.52,-3558.61,-15.75,62.39,1.66,3.96,2.85,1.38,inf,1,0.0,3,4,-377.45,962.95,-1,"""xparam: 76, take_profit: 1.16, stop_loss: 0.97, rsi: 6"""
16,6,10,10000.0,9840.21,0.38,1.58,16,100.0,0.0,0,240.36,-159.79,-1.6,505.96,319.56,-9.99,-0.1,-9.99,113h 42m 48.75s,137h 20m 0.00s,99h 32m 30.00s,3035.78,-3195.57,-15.26,-3.82,0.07,-0.25,0.12,1.01,inf,1,73.28,2,4,-345.84,971.46,2,"""xparam: 76, take_profit: 1.16, stop_loss: 0.97, rsi: 9"""
20,8,12,10000.0,10450.04,0.4,1.67,20,100.0,0.0,0,326.71,450.04,4.5,539.8,322.36,22.5,0.23,22.5,77h 0m 30.00s,89h 0m 0.00s,69h 0m 50.00s,4318.37,-3868.33,-17.13,11.23,0.47,0.66,0.82,1.11,inf,1,0.0,3,4,-370.46,1008.62,-1,"""xparam: 76, take_profit: 1.16, stop_loss: 0.97, rsi: 8"""
17,5,12,10000.0,9094.36,0.29,1.81,17,100.0,0.0,0,242.83,-905.64,-9.06,553.22,305.98,-53.27,-0.53,-53.27,93h 12m 56.47s,144h 0m 0.00s,72h 3m 20.00s,2766.12,-3671.76,-18.51,-20.5,-0.46,-1.11,-0.76,0.91,-inf,1,67.8,2,6,-332.71,934.5,2,"""xparam: 76, take_profit: 1.16, stop_loss: 0.97, rsi: 10"""
31,14,17,10000.0,12154.86,0.45,1.89,31,100.0,0.0,0,521.82,2154.86,21.55,432.05,229.05,69.51,0.7,69.51,52h 17m 46.45s,67h 42m 51.43s,39h 35m 56.47s,6048.71,-3893.85,-14.21,60.27,1.64,4.24,2.86,1.38,inf,1,0.0,3,6,-254.53,990.75,-1,"""xparam: 76, take_profit: 1.16, stop_loss: 0.98, rsi: 6"""
24,7,17,10000.0,11269.99,0.29,3.18,24,100.0,0.0,0,416.22,1269.99,12.7,764.6,240.13,52.92,0.53,52.92,57h 51m 7.50s,63h 25m 42.86s,55h 33m 21.18s,5352.22,-4082.23,-14.31,33.51,1.0,2.34,1.91,1.26,inf,1,0.0,3,7,-272.82,1707.65,-1,"""xparam: 76, take_profit: 1.16, stop_loss: 0.98, rsi: 8"""
36,19,17,10000.0,11226.28,0.53,1.18,36,100.0,0.0,0,582.2,1226.28,12.26,263.61,222.49,34.06,0.34,34.06,46h 11m 30.00s,58h 31m 34.74s,32h 24m 21.18s,5008.65,-3782.36,-14.68,32.26,1.07,2.2,1.81,1.23,inf,1,0.0,5,3,-251.23,976.85,-1,"""xparam: 76, take_profit: 1.16, stop_loss: 0.98, rsi: 5"""
26,9,17,10000.0,12349.85,0.35,2.96,26,100.0,0.0,0,459.81,2349.85,23.5,721.8,243.9,90.38,0.9,90.38,57h 5m 39.23s,90h 40m 0.00s,39h 19m 14.12s,6496.22,-4146.37,-10.08,66.56,1.59,6.6,3.18,1.42,inf,1,0.0,3,5,-276.35,1700.81,-1,"""xparam: 76, take_profit: 1.16, stop_loss: 0.98, rsi: 7"""
22,10,12,10000.0,11450.29,0.45,1.64,22,100.0,0.0,0,367.93,1450.29,14.5,539.53,328.75,65.92,0.66,65.92,74h 22m 16.36s,108h 24m 0.00s,46h 0m 50.00s,5395.26,-3944.97,-15.26,38.73,1.05,2.54,1.93,1.25,inf,1,0.0,3,4,-379.58,1006.63,-1,"""xparam: 76, take_profit: 1.16, stop_loss: 0.97, rsi: 7"""
21,5,16,10000.0,10276.55,0.24,3.45,21,100.0,0.0,0,321.84,276.55,2.77,765.06,221.8,13.17,0.13,13.17,78h 58m 28.57s,111h 12m 0.00s,68h 54m 15.00s,3825.29,-3548.74,-13.36,6.82,0.36,0.51,0.65,1.08,inf,1,76.53,2,6,-241.81,1478.37,2,"""xparam: 76, take_profit: 1.16, stop_loss: 0.98, rsi: 9"""
21,5,16,10000.0,10208.35,0.24,3.39,21,100.0,0.0,0,320.72,208.35,2.08,749.16,221.09,9.92,0.1,9.92,69h 57m 37.14s,109h 36m 0.00s,57h 34m 22.50s,3745.8,-3537.45,-13.36,5.11,0.31,0.38,0.57,1.07,inf,1,76.12,2,6,-239.89,1478.37,2,"""xparam: 76, take_profit: 1.16, stop_loss: 0.98, rsi: 10"""
27,18,9,10000.0,10742.26,0.67,0.6,27,100.0,0.0,0,433.5,742.26,7.42,253.2,423.92,27.49,0.27,27.49,69h 9m 46.67s,72h 40m 0.00s,62h 9m 20.00s,4557.55,-3815.29,-17.27,18.9,0.71,1.09,1.14,1.14,inf,1,0.0,6,2,-610.21,944.44,-1,"""xparam: 76, take_profit: 1.18, stop_loss: 0.95, rsi: 5"""
22,13,9,10000.0,11351.98,0.59,0.92,22,100.0,0.0,0,362.22,1351.98,13.52,418.25,453.92,61.45,0.61,61.45,85h 48m 10.91s,97h 50m 46.15s,68h 24m 26.67s,5437.31,-4085.32,-18.59,35.87,1.07,1.93,1.73,1.23,inf,1,0.0,4,3,-612.07,946.38,-1,"""xparam: 76, take_profit: 1.18, stop_loss: 0.95, rsi: 6"""
17,10,7,10000.0,11351.07,0.59,0.97,17,100.0,0.0,0,281.04,1351.07,13.51,486.9,502.57,79.47,0.79,79.47,107h 7m 17.65s,122h 24m 0.00s,85h 17m 42.86s,4869.05,-3517.98,-19.02,35.84,0.98,1.88,1.73,1.23,inf,1,0.0,3,3,-612.91,946.38,-1,"""xparam: 76, take_profit: 1.18, stop_loss: 0.95, rsi: 7"""
12,6,6,10000.0,9477.02,0.5,0.83,12,100.0,0.0,0,172.18,-522.98,-5.23,418.93,506.09,-43.58,-0.44,-43.58,146h 45m 20.00s,188h 0m 0.00s,105h 30m 40.00s,2513.56,-3036.54,-19.03,-12.18,-0.17,-0.64,-0.28,0.96,-inf,1,70.64,2,3,-530.16,910.74,2,"""xparam: 76, take_profit: 1.18, stop_loss: 0.95, rsi: 10"""
16,9,7,10000.0,11098.48,0.56,1.02,16,100.0,0.0,0,265.57,1098.48,10.98,515.65,506.06,68.66,0.69,68.66,114h 49m 0.00s,137h 46m 40.00s,85h 17m 42.86s,4640.87,-3542.39,-19.03,28.65,0.84,1.51,1.47,1.19,inf,1,0.0,3,3,-620.57,982.82,-1,"""xparam: 76, take_profit: 1.18, stop_loss: 0.95, rsi: 8"""
12,6,6,10000.0,9544.05,0.5,0.85,12,100.0,0.0,0,172.53,-455.95,-4.56,430.51,506.5,-38.0,-0.38,-38.0,161h 55m 50.00s,188h 40m 0.00s,135h 11m 40.00s,2583.07,-3039.02,-19.02,-10.67,-0.11,-0.56,-0.19,0.98,-inf,1,71.05,2,3,-530.16,910.74,2,"""xparam: 76, take_profit: 1.18, stop_loss: 0.95, rsi: 9"""
28,18,10,10000.0,10963.83,0.64,0.7,28,100.0,0.0,0,450.43,963.83,9.64,253.53,359.97,34.42,0.34,34.42,66h 0m 27.86s,72h 40m 0.00s,54h 1m 18.00s,4563.56,-3599.74,-17.31,24.91,0.87,1.44,1.44,1.18,inf,1,0.0,6,2,-491.72,944.44,-1,"""xparam: 76, take_profit: 1.18, stop_loss: 0.96, rsi: 5"""
22,13,9,10000.0,12212.77,0.59,1.14,22,100.0,0.0,0,376.75,2212.77,22.13,431.9,377.99,100.58,1.01,100.58,84h 24m 40.91s,97h 50m 46.15s,65h 0m 20.00s,5614.68,-3401.91,-15.12,62.12,1.64,4.11,2.78,1.37,inf,1,0.0,4,3,-508.71,946.38,-1,"""xparam: 76, take_profit: 1.18, stop_loss: 0.96, rsi: 6"""
18,10,8,10000.0,11585.89,0.56,1.17,18,100.0,0.0,0,305.31,1585.89,15.86,497.55,423.7,88.1,0.88,88.1,100h 33m 46.67s,122h 24m 0.00s,73h 16m 0.00s,4975.51,-3389.63,-16.44,42.74,1.12,2.6,2.01,1.26,inf,1,0.0,3,3,-514.89,946.38,-1,"""xparam: 76, take_profit: 1.18, stop_loss: 0.96, rsi: 7"""
17,9,8,10000.0,11326.98,0.53,1.23,17,100.0,0.0,0,289.8,1326.98,13.27,527.12,427.14,78.06,0.78,78.06,107h 25m 10.59s,137h 46m 40.00s,73h 16m 0.00s,4744.09,-3417.12,-16.45,35.15,0.97,2.14,1.74,1.23,inf,1,0.0,3,3,-521.06,982.82,-1,"""xparam: 76, take_profit: 1.18, stop_loss: 0.96, rsi: 8"""
13,6,7,10000.0,9672.04,0.46,1.04,13,100.0,0.0,0,192.03,-327.96,-3.28,431.89,417.04,-25.23,-0.25,-25.23,134h 37m 23.08s,188h 0m 0.00s,88h 52m 17.14s,2591.31,-2919.27,-16.45,-7.74,-0.04,-0.47,-0.07,0.99,-inf,1,72.06,2,3,-444.51,947.7,2,"""xparam: 76, take_profit: 1.18, stop_loss: 0.96, rsi: 10"""
13,6,7,10000.0,9738.76,0.46,1.06,13,100.0,0.0,0,192.54,-261.24,-2.61,444.08,417.96,-20.1,-0.2,-20.1,147h 51m 36.92s,188h 40m 0.00s,112h 53m 0.00s,2664.47,-2925.71,-16.45,-6.2,0.01,-0.38,0.02,1.0,inf,1,72.47,2,3,-444.51,947.7,2,"""xparam: 76, take_profit: 1.18, stop_loss: 0.96, rsi: 9"""
