Total trades,Total Winning Trades,Total Losing Trades,Starting Balance,Finishing Balance,Win Rate,Ratio Avg Win/Loss,Longs Count,Longs %,Shorts %,Shorts Count,Fee,Net Profit,Net Profit %,Average Win,Average Loss,Expectancy,Expectancy %,Expected Net Profit Every 100 Trades,Avg Holding Time,Avg Winning Holding Time,Avg Losing Holding Time,Gross Profit,Gross Loss,Max Drawdown,Annual Return,Sharpe Ratio,Calmar Ratio,Sortino Ratio,Omega Ratio,Serenity Index,Total Open Trades,Open PL,Winning Streak,Losing Streak,Largest Losing Trade,Largest Winning Trade,Current Streak,Hyperparameters
23,5,18,10000.0,8839.76,0.22,2.47,23,100.0,0.0,0,324.62,-1160.24,-11.6,506.08,205.03,-50.45,-0.5,-50.45,59h 52m 44.35s,52h 0m 0.00s,62h 4m 3.33s,2530.39,-3690.63,-20.47,-25.78,-0.71,-1.26,-1.17,0.85,-inf,1,65.77,2,8,-218.01,881.55,2,"""xparam: 75, take_profit: 1.18, stop_loss: 0.98, rsi: 9"""
21,5,16,10000.0,9579.06,0.24,2.8,21,100.0,0.0,0,304.04,-420.94,-4.21,587.47,209.89,-20.04,-0.2,-20.04,70h 20m 28.57s,111h 12m 0.00s,57h 34m 22.50s,2937.37,-3358.31,-16.04,-9.87,-0.13,-0.62,-0.22,0.97,-inf,1,71.25,2,6,-225.18,970.67,2,"""xparam: 75, take_profit: 1.18, stop_loss: 0.98, rsi: 10"""
28,19,9,10000.0,10374.79,0.68,0.52,28,100.0,0.0,0,447.96,374.79,3.75,219.65,422.06,13.39,0.13,13.39,62h 33m 0.00s,62h 44m 12.63s,62h 9m 20.00s,4173.32,-3798.53,-17.27,9.3,0.44,0.54,0.71,1.09,inf,1,0.0,7,2,-606.59,944.44,-1,"""xparam: 75, take_profit: 1.2, stop_loss: 0.95, rsi: 5"""
17,10,7,10000.0,10709.84,0.59,0.85,17,100.0,0.0,0,269.25,709.84,7.1,406.21,478.9,41.76,0.42,41.76,104h 17m 52.94s,117h 36m 0.00s,85h 17m 42.86s,4062.13,-3352.29,-18.68,18.03,0.66,0.97,1.07,1.14,inf,1,0.0,3,3,-589.53,946.38,-1,"""xparam: 75, take_profit: 1.2, stop_loss: 0.95, rsi: 7"""
16,9,7,10000.0,11098.48,0.56,1.02,16,100.0,0.0,0,265.57,1098.48,10.98,515.65,506.06,68.66,0.69,68.66,114h 49m 0.00s,137h 46m 40.00s,85h 17m 42.86s,4640.87,-3542.39,-19.03,28.65,0.84,1.51,1.47,1.19,inf,1,0.0,3,3,-620.57,982.82,-1,"""xparam: 75, take_profit: 1.2, stop_loss: 0.95, rsi: 8"""
13,7,6,10000.0,9690.69,0.54,0.77,13,100.0,0.0,0,188.52,-309.31,-3.09,392.11,509.01,-23.79,-0.24,-23.79,143h 0m 46.15s,149h 42m 51.43s,135h 11m 40.00s,2744.74,-3054.05,-19.02,-7.31,-0.02,-0.38,-0.03,1.0,-inf,1,72.27,3,3,-537.83,716.72,2,"""xparam: 75, take_profit: 1.2, stop_loss: 0.95, rsi: 9"""
22,13,9,10000.0,10726.03,0.59,0.82,22,100.0,0.0,0,352.62,726.03,7.26,362.49,442.92,33.0,0.33,33.0,83h 37m 16.36s,94h 9m 13.85s,68h 24m 26.67s,4712.31,-3986.28,-18.59,18.46,0.68,0.99,1.05,1.14,inf,1,0.0,4,3,-612.07,946.38,-1,"""xparam: 75, take_profit: 1.2, stop_loss: 0.95, rsi: 6"""
12,6,6,10000.0,9477.02,0.5,0.83,12,100.0,0.0,0,172.18,-522.98,-5.23,418.93,506.09,-43.58,-0.44,-43.58,146h 45m 20.00s,188h 0m 0.00s,105h 30m 40.00s,2513.56,-3036.54,-19.03,-12.18,-0.17,-0.64,-0.28,0.96,-inf,1,70.64,2,3,-530.16,910.74,2,"""xparam: 75, take_profit: 1.2, stop_loss: 0.95, rsi: 10"""
29,19,10,10000.0,10590.29,0.66,0.61,29,100.0,0.0,0,464.74,590.29,5.9,219.58,358.17,20.35,0.2,20.35,59h 43m 53.79s,62h 44m 12.63s,54h 1m 18.00s,4171.99,-3581.7,-17.3,14.87,0.6,0.86,0.99,1.13,inf,1,0.0,7,2,-488.81,944.44,-1,"""xparam: 75, take_profit: 1.2, stop_loss: 0.96, rsi: 5"""
22,13,9,10000.0,11540.22,0.59,1.01,22,100.0,0.0,0,366.46,1540.22,15.4,373.72,368.68,70.01,0.7,70.01,82h 13m 46.36s,94h 9m 13.85s,65h 0m 20.00s,4858.35,-3318.14,-15.12,41.38,1.27,2.74,2.05,1.28,inf,1,0.0,4,3,-493.23,946.38,-1,"""xparam: 75, take_profit: 1.2, stop_loss: 0.96, rsi: 6"""
18,10,8,10000.0,10931.35,0.56,1.03,18,100.0,0.0,0,292.16,931.35,9.31,415.66,403.15,51.74,0.52,51.74,97h 53m 46.67s,117h 36m 0.00s,73h 16m 0.00s,4156.58,-3225.23,-15.21,24.02,0.82,1.58,1.35,1.18,inf,1,0.0,3,3,-485.25,946.38,-1,"""xparam: 75, take_profit: 1.2, stop_loss: 0.96, rsi: 7"""
17,9,8,10000.0,11326.98,0.53,1.23,17,100.0,0.0,0,289.8,1326.98,13.27,527.12,427.14,78.06,0.78,78.06,107h 25m 10.59s,137h 46m 40.00s,73h 16m 0.00s,4744.09,-3417.12,-16.45,35.15,0.97,2.14,1.74,1.23,inf,1,0.0,3,3,-521.06,982.82,-1,"""xparam: 75, take_profit: 1.2, stop_loss: 0.96, rsi: 8"""
14,7,7,10000.0,9887.94,0.5,0.96,14,100.0,0.0,0,209.46,-112.06,-1.12,404.85,420.86,-8.0,-0.08,-8.0,131h 17m 55.71s,149h 42m 51.43s,112h 53m 0.00s,2833.92,-2945.99,-16.45,-2.69,0.11,-0.16,0.18,1.02,inf,1,73.69,3,3,-451.92,747.0,2,"""xparam: 75, take_profit: 1.2, stop_loss: 0.96, rsi: 9"""
13,6,7,10000.0,9672.04,0.46,1.04,13,100.0,0.0,0,192.03,-327.96,-3.28,431.89,417.04,-25.23,-0.25,-25.23,134h 37m 23.08s,188h 0m 0.00s,88h 52m 17.14s,2591.31,-2919.27,-16.45,-7.74,-0.04,-0.47,-0.07,0.99,-inf,1,72.06,2,3,-444.51,947.7,2,"""xparam: 75, take_profit: 1.2, stop_loss: 0.96, rsi: 10"""
22,10,12,10000.0,10803.65,0.45,1.46,22,100.0,0.0,0,352.14,803.65,8.04,456.55,313.49,36.53,0.37,36.53,72h 11m 21.82s,103h 36m 0.00s,46h 0m 50.00s,4565.52,-3761.87,-15.84,20.54,0.74,1.3,1.24,1.16,inf,1,0.0,3,4,-360.59,949.05,-1,"""xparam: 75, take_profit: 1.2, stop_loss: 0.97, rsi: 7"""
33,19,14,10000.0,10287.32,0.58,0.79,33,100.0,0.0,0,512.72,287.32,2.87,226.08,286.3,8.71,0.09,8.71,50h 14m 16.36s,61h 28m 25.26s,34h 59m 21.43s,4295.51,-4008.19,-19.67,7.09,0.37,0.36,0.62,1.08,inf,1,0.0,6,3,-362.18,944.44,-1,"""xparam: 75, take_profit: 1.2, stop_loss: 0.97, rsi: 5"""
17,6,11,10000.0,9123.04,0.35,1.36,17,100.0,0.0,0,246.66,-876.96,-8.77,421.79,309.79,-51.59,-0.52,-51.59,90h 22m 42.35s,86h 40m 0.00s,92h 24m 10.91s,2530.75,-3407.71,-19.72,-19.9,-0.47,-1.01,-0.78,0.9,-inf,1,68.01,2,4,-331.47,903.39,2,"""xparam: 75, take_profit: 1.2, stop_loss: 0.97, rsi: 9"""
25,13,12,10000.0,11548.49,0.52,1.33,25,100.0,0.0,0,409.26,1548.49,15.48,388.01,291.31,61.94,0.62,61.94,69h 15m 0.00s,92h 18m 27.69s,44h 16m 15.00s,5044.17,-3495.67,-15.75,41.62,1.28,2.64,2.1,1.28,inf,1,0.0,3,4,-365.67,962.95,-1,"""xparam: 75, take_profit: 1.2, stop_loss: 0.97, rsi: 6"""
17,5,12,10000.0,9094.36,0.29,1.81,17,100.0,0.0,0,242.83,-905.64,-9.06,553.22,305.98,-53.27,-0.53,-53.27,93h 12m 56.47s,144h 0m 0.00s,72h 3m 20.00s,2766.12,-3671.76,-18.51,-20.5,-0.46,-1.11,-0.76,0.91,-inf,1,67.8,2,6,-332.71,934.5,2,"""xparam: 75, take_profit: 1.2, stop_loss: 0.97, rsi: 10"""
37,20,17,10000.0,10841.54,0.54,1.04,37,100.0,0.0,0,595.93,841.54,8.42,230.29,221.42,22.74,0.23,22.74,41h 48m 29.19s,49h 48m 0.00s,32h 24m 21.18s,4605.72,-3764.18,-14.68,21.57,0.8,1.47,1.35,1.17,inf,1,0.0,6,3,-250.22,970.89,-1,"""xparam: 75, take_profit: 1.2, stop_loss: 0.98, rsi: 5"""
31,14,17,10000.0,11485.34,0.45,1.69,31,100.0,0.0,0,509.87,1485.34,14.85,379.23,224.93,47.91,0.48,47.91,50h 44m 52.26s,64h 17m 8.57s,39h 35m 56.47s,5309.2,-3823.87,-14.21,39.76,1.26,2.8,2.08,1.28,inf,1,0.0,3,6,-252.07,990.75,-1,"""xparam: 75, take_profit: 1.2, stop_loss: 0.98, rsi: 6"""
20,8,12,10000.0,10450.04,0.4,1.67,20,100.0,0.0,0,326.71,450.04,4.5,539.8,322.36,22.5,0.23,22.5,77h 0m 30.00s,89h 0m 0.00s,69h 0m 50.00s,4318.37,-3868.33,-17.13,11.23,0.47,0.66,0.82,1.11,inf,1,0.0,3,4,-370.46,1008.62,-1,"""xparam: 75, take_profit: 1.2, stop_loss: 0.97, rsi: 8"""
24,7,17,10000.0,10574.09,0.29,2.79,24,100.0,0.0,0,397.06,574.09,5.74,635.6,227.95,23.92,0.24,23.92,58h 11m 7.50s,64h 34m 17.14s,55h 33m 21.18s,4449.22,-3875.13,-16.96,14.45,0.55,0.85,0.99,1.13,inf,1,0.0,3,7,-255.89,1038.4,-1,"""xparam: 75, take_profit: 1.2, stop_loss: 0.98, rsi: 8"""
26,9,17,10000.0,10932.69,0.35,2.36,26,100.0,0.0,0,419.19,932.69,9.33,520.72,220.81,35.87,0.36,35.87,55h 33m 20.77s,86h 13m 20.00s,39h 19m 14.12s,4686.52,-3753.82,-13.36,24.05,0.85,1.8,1.45,1.19,inf,1,0.0,3,5,-246.12,976.85,-1,"""xparam: 75, take_profit: 1.2, stop_loss: 0.98, rsi: 7"""
23,5,18,10000.0,8839.76,0.22,2.47,23,100.0,0.0,0,324.62,-1160.24,-11.6,506.08,205.03,-50.45,-0.5,-50.45,59h 52m 44.35s,52h 0m 0.00s,62h 4m 3.33s,2530.39,-3690.63,-20.47,-25.78,-0.71,-1.26,-1.17,0.85,-inf,1,65.77,2,8,-218.01,881.55,2,"""xparam: 75, take_profit: 1.2, stop_loss: 0.98, rsi: 9"""
27,18,9,10000.0,10948.97,0.67,0.62,27,100.0,0.0,0,438.54,948.97,9.49,267.0,428.56,35.15,0.35,35.15,68h 12m 55.56s,71h 14m 43.33s,62h 9m 20.00s,4806.02,-3857.05,-17.27,24.5,0.84,1.42,1.39,1.17,inf,1,0.0,6,2,-612.62,997.46,-1,"""xparam: 76, take_profit: 1.1, stop_loss: 0.95, rsi: 5"""
17,10,7,10000.0,11823.45,0.59,1.05,17,100.0,0.0,0,288.97,1823.45,18.23,544.18,516.9,107.26,1.07,107.26,104h 0m 7.06s,117h 5m 48.00s,85h 17m 42.86s,5441.78,-3618.33,-15.66,49.91,1.29,3.19,2.29,1.31,inf,1,0.0,3,3,-637.42,1075.15,-1,"""xparam: 76, take_profit: 1.1, stop_loss: 0.95, rsi: 7"""
22,13,9,10000.0,11574.07,0.59,0.96,22,100.0,0.0,0,366.85,1574.07,15.74,438.7,458.78,71.55,0.72,71.55,84h 38m 24.55s,95h 52m 41.54s,68h 24m 26.67s,5703.13,-4129.06,-18.58,42.38,1.2,2.28,1.97,1.26,inf,1,0.0,4,3,-615.97,999.51,-1,"""xparam: 76, take_profit: 1.1, stop_loss: 0.95, rsi: 6"""
16,9,7,10000.0,11520.82,0.56,1.1,16,100.0,0.0,0,271.99,1520.82,15.21,572.47,518.77,95.05,0.95,95.05,111h 30m 7.50s,131h 53m 6.67s,85h 17m 42.86s,5152.24,-3631.41,-15.66,40.81,1.12,2.61,1.97,1.26,inf,1,0.0,3,3,-645.08,1075.15,-1,"""xparam: 76, take_profit: 1.1, stop_loss: 0.95, rsi: 8"""
12,6,6,10000.0,9906.2,0.5,0.97,12,100.0,0.0,0,177.27,-93.8,-0.94,502.97,518.6,-7.82,-0.08,-7.82,156h 25m 30.00s,177h 39m 20.00s,135h 11m 40.00s,3017.81,-3111.61,-15.73,-2.25,0.11,-0.14,0.17,1.02,inf,1,73.69,2,3,-550.08,956.93,2,"""xparam: 76, take_profit: 1.1, stop_loss: 0.95, rsi: 9"""
21,5,16,10000.0,9579.06,0.24,2.8,21,100.0,0.0,0,304.04,-420.94,-4.21,587.47,209.89,-20.04,-0.2,-20.04,70h 20m 28.57s,111h 12m 0.00s,57h 34m 22.50s,2937.37,-3358.31,-16.04,-9.87,-0.13,-0.62,-0.22,0.97,-inf,1,71.25,2,6,-225.18,970.67,2,"""xparam: 75, take_profit: 1.2, stop_loss: 0.98, rsi: 10"""
12,6,6,10000.0,9838.27,0.5,0.95,12,100.0,0.0,0,176.97,-161.73,-1.62,491.03,517.98,-13.48,-0.13,-13.48,141h 15m 0.00s,176h 59m 20.00s,105h 30m 40.00s,2946.15,-3107.89,-15.73,-3.86,0.05,-0.25,0.09,1.01,inf,1,73.28,2,3,-550.08,956.93,2,"""xparam: 76, take_profit: 1.1, stop_loss: 0.95, rsi: 10"""
28,18,10,10000.0,11176.3,0.64,0.74,28,100.0,0.0,0,455.51,1176.3,11.76,267.34,363.57,42.01,0.42,42.01,65h 5m 38.57s,71h 14m 43.33s,54h 1m 18.00s,4812.04,-3635.73,-17.3,30.84,1.0,1.78,1.7,1.21,inf,1,0.0,6,2,-493.67,997.46,-1,"""xparam: 76, take_profit: 1.1, stop_loss: 0.96, rsi: 5"""
22,13,9,10000.0,12450.83,0.59,1.19,22,100.0,0.0,0,381.65,2450.83,24.51,453.22,382.34,111.4,1.11,111.4,83h 14m 54.55s,95h 52m 41.54s,65h 0m 20.00s,5891.91,-3441.09,-15.11,69.87,1.75,4.63,3.04,1.41,inf,1,0.0,4,3,-518.59,1009.11,-1,"""xparam: 76, take_profit: 1.1, stop_loss: 0.96, rsi: 6"""
18,10,8,10000.0,12069.99,0.56,1.27,18,100.0,0.0,0,314.32,2069.99,20.7,556.36,436.7,115.0,1.15,115.0,97h 37m 0.00s,117h 5m 48.00s,73h 16m 0.00s,5563.61,-3493.62,-12.98,57.58,1.44,4.44,2.62,1.35,inf,1,0.0,3,3,-535.88,1088.05,-1,"""xparam: 76, take_profit: 1.1, stop_loss: 0.96, rsi: 7"""
13,6,7,10000.0,10112.03,0.46,1.21,13,100.0,0.0,0,198.13,112.03,1.12,518.96,428.82,8.62,0.09,8.62,142h 46m 41.54s,177h 39m 20.00s,112h 53m 0.00s,3113.74,-3001.71,-14.42,2.73,0.25,0.19,0.41,1.05,inf,1,75.31,2,3,-461.79,999.82,2,"""xparam: 76, take_profit: 1.1, stop_loss: 0.96, rsi: 9"""
17,9,8,10000.0,11758.72,0.53,1.33,17,100.0,0.0,0,297.15,1758.72,17.59,585.41,438.74,103.45,1.03,103.45,104h 18m 0.00s,131h 53m 6.67s,73h 16m 0.00s,5268.68,-3509.96,-14.43,47.94,1.27,3.32,2.28,1.3,inf,1,0.0,3,3,-542.05,1085.9,-1,"""xparam: 76, take_profit: 1.1, stop_loss: 0.96, rsi: 8"""
13,6,7,10000.0,10044.62,0.46,1.18,13,100.0,0.0,0,197.66,44.62,0.45,506.65,427.9,3.43,0.03,3.43,129h 32m 27.69s,176h 59m 20.00s,88h 52m 17.14s,3039.89,-2995.27,-15.0,1.08,0.2,0.07,0.33,1.04,inf,1,74.91,2,3,-461.79,999.82,2,"""xparam: 76, take_profit: 1.1, stop_loss: 0.96, rsi: 10"""
25,13,12,10000.0,12276.3,0.52,1.51,25,100.0,0.0,0,421.23,2276.3,22.76,450.1,297.91,91.05,0.91,91.05,70h 6m 36.00s,93h 57m 41.54s,44h 16m 15.00s,5851.24,-3574.94,-15.75,64.17,1.71,4.08,2.91,1.39,inf,1,0.0,3,4,-379.26,999.51,-1,"""xparam: 76, take_profit: 1.1, stop_loss: 0.97, rsi: 6"""
32,18,14,10000.0,10698.57,0.56,0.91,32,100.0,0.0,0,500.86,698.57,6.99,263.67,289.1,21.83,0.22,21.83,54h 36m 16.88s,69h 51m 40.00s,34h 59m 21.43s,4746.03,-4047.46,-19.66,17.73,0.69,0.9,1.13,1.14,inf,1,0.0,5,3,-366.6,997.46,-1,"""xparam: 76, take_profit: 1.1, stop_loss: 0.97, rsi: 5"""
22,10,12,10000.0,11752.13,0.45,1.72,22,100.0,0.0,0,375.74,1752.13,17.52,578.74,336.28,79.64,0.8,79.64,71h 55m 8.18s,103h 0m 18.00s,46h 0m 50.00s,5787.45,-4035.31,-11.75,47.74,1.31,4.06,2.35,1.31,inf,1,0.0,3,4,-389.89,1064.4,-1,"""xparam: 76, take_profit: 1.1, stop_loss: 0.97, rsi: 7"""
20,8,12,10000.0,10688.67,0.4,1.76,20,100.0,0.0,0,332.35,688.67,6.89,579.02,328.62,34.43,0.34,34.43,74h 18m 39.00s,82h 15m 22.50s,69h 0m 50.00s,4632.15,-3943.49,-14.05,17.47,0.65,1.24,1.11,1.15,inf,1,0.0,3,4,-379.33,1064.4,-1,"""xparam: 76, take_profit: 1.1, stop_loss: 0.97, rsi: 8"""
16,6,10,10000.0,10064.2,0.38,1.7,16,100.0,0.0,0,245.31,64.2,0.64,554.28,326.15,4.01,0.04,4.01,109h 31m 37.50s,126h 10m 10.00s,99h 32m 30.00s,3325.68,-3261.48,-15.2,1.56,0.21,0.1,0.34,1.04,inf,1,74.91,2,4,-354.27,1007.86,2,"""xparam: 76, take_profit: 1.1, stop_loss: 0.97, rsi: 9"""
17,5,12,10000.0,9366.74,0.29,2.0,17,100.0,0.0,0,248.45,-633.26,-6.33,624.09,312.81,-37.25,-0.37,-37.25,89h 18m 35.29s,130h 43m 12.00s,72h 3m 20.00s,3120.47,-3753.72,-18.51,-14.63,-0.32,-0.79,-0.52,0.93,-inf,1,69.83,2,6,-343.02,975.7,2,"""xparam: 76, take_profit: 1.1, stop_loss: 0.97, rsi: 10"""
26,9,17,10000.0,11762.49,0.35,2.72,26,100.0,0.0,0,443.61,1762.49,17.62,639.14,234.69,67.79,0.68,67.79,55h 19m 9.23s,85h 32m 20.00s,39h 19m 14.12s,5752.29,-3989.81,-10.09,48.05,1.37,4.76,2.47,1.33,inf,1,0.0,3,5,-263.56,1063.34,-1,"""xparam: 76, take_profit: 1.1, stop_loss: 0.98, rsi: 7"""
36,19,17,10000.0,11273.69,0.53,1.19,36,100.0,0.0,0,584.82,1273.69,12.74,267.09,223.59,35.38,0.35,35.38,45h 27m 20.00s,57h 7m 53.68s,32h 24m 21.18s,5074.66,-3800.98,-14.69,33.61,1.12,2.29,1.86,1.24,inf,1,0.0,5,3,-252.74,997.46,-1,"""xparam: 76, take_profit: 1.1, stop_loss: 0.98, rsi: 5"""
31,14,17,10000.0,12207.95,0.45,1.9,31,100.0,0.0,0,524.08,2207.95,22.08,437.11,230.09,71.22,0.71,71.22,51h 26m 29.03s,65h 49m 17.14s,39h 35m 56.47s,6119.53,-3911.58,-14.2,61.97,1.69,4.36,2.91,1.4,inf,1,0.0,3,6,-255.77,999.51,-1,"""xparam: 76, take_profit: 1.1, stop_loss: 0.98, rsi: 6"""
24,7,17,10000.0,10700.27,0.29,2.86,24,100.0,0.0,0,400.71,700.27,7.0,659.13,230.21,29.18,0.29,29.18,55h 55m 45.00s,56h 50m 8.57s,55h 33m 21.18s,4613.89,-3913.63,-14.31,17.78,0.68,1.24,1.16,1.16,inf,1,0.0,3,7,-258.91,1063.34,-1,"""xparam: 76, take_profit: 1.1, stop_loss: 0.98, rsi: 8"""
21,5,16,10000.0,9712.43,0.24,2.93,21,100.0,0.0,0,307.4,-287.57,-2.88,621.22,212.1,-13.69,-0.14,-13.69,76h 1m 54.29s,98h 50m 24.00s,68h 54m 15.00s,3106.1,-3393.67,-13.36,-6.81,-0.08,-0.51,-0.12,0.98,-inf,1,72.27,2,6,-228.37,952.52,2,"""xparam: 76, take_profit: 1.1, stop_loss: 0.98, rsi: 9"""
21,5,16,10000.0,9712.25,0.24,2.93,21,100.0,0.0,0,307.26,-287.75,-2.88,620.85,212.0,-13.7,-0.14,-13.7,67h 2m 42.86s,97h 21m 24.00s,57h 34m 22.50s,3104.27,-3392.02,-13.35,-6.81,-0.08,-0.51,-0.14,0.98,-inf,1,72.27,2,6,-228.37,952.52,2,"""xparam: 76, take_profit: 1.1, stop_loss: 0.98, rsi: 10"""
27,18,9,10000.0,10989.82,0.67,0.63,27,100.0,0.0,0,442.19,989.82,9.9,271.76,433.54,36.66,0.37,36.66,68h 39m 8.89s,71h 54m 3.33s,62h 9m 20.00s,4891.66,-3901.84,-17.26,25.63,0.87,1.48,1.43,1.18,inf,1,0.0,6,2,-623.47,1199.99,-1,"""xparam: 76, take_profit: 1.12, stop_loss: 0.95, rsi: 5"""
22,13,9,10000.0,11613.21,0.59,0.96,22,100.0,0.0,0,369.95,1613.21,16.13,445.5,464.25,73.33,0.73,73.33,85h 10m 35.45s,96h 47m 9.23s,68h 24m 26.67s,5791.47,-4178.26,-18.59,43.55,1.23,2.34,2.0,1.26,inf,1,0.0,4,3,-626.31,1202.46,-1,"""xparam: 76, take_profit: 1.12, stop_loss: 0.95, rsi: 6"""
17,10,7,10000.0,12078.51,0.59,1.09,17,100.0,0.0,0,295.52,2078.51,20.79,579.95,531.56,122.27,1.22,122.27,104h 54m 7.06s,118h 37m 36.00s,85h 17m 42.86s,5799.46,-3720.94,-15.66,57.85,1.41,3.69,2.56,1.34,inf,1,0.0,3,3,-651.21,1316.74,-1,"""xparam: 76, take_profit: 1.12, stop_loss: 0.95, rsi: 7"""
12,6,6,10000.0,10054.39,0.5,1.02,12,100.0,0.0,0,179.86,54.39,0.54,535.4,526.33,4.53,0.05,4.53,144h 2m 10.00s,182h 33m 40.00s,105h 30m 40.00s,3212.39,-3158.0,-15.73,1.32,0.21,0.08,0.35,1.04,inf,1,74.91,2,3,-562.34,1157.69,2,"""xparam: 76, take_profit: 1.12, stop_loss: 0.95, rsi: 10"""
28,18,10,10000.0,11216.19,0.64,0.74,28,100.0,0.0,0,459.54,1216.19,12.16,272.09,368.15,43.44,0.43,43.44,65h 30m 55.71s,71h 54m 3.33s,54h 1m 18.00s,4897.67,-3681.48,-17.3,31.97,1.04,1.85,1.74,1.21,inf,1,0.0,6,2,-502.41,1199.99,-1,"""xparam: 76, take_profit: 1.12, stop_loss: 0.96, rsi: 5"""
16,9,7,10000.0,11771.14,0.56,1.15,16,100.0,0.0,0,278.22,1771.14,17.71,611.56,533.27,110.7,1.11,110.7,112h 27m 0.00s,133h 34m 13.33s,85h 17m 42.86s,5504.01,-3732.87,-15.66,48.31,1.24,3.09,2.23,1.29,inf,1,0.0,3,3,-658.87,1316.74,-1,"""xparam: 76, take_profit: 1.12, stop_loss: 0.95, rsi: 8"""
22,13,9,10000.0,12493.96,0.59,1.19,22,100.0,0.0,0,384.86,2493.96,24.94,459.56,386.71,113.36,1.13,113.36,83h 47m 5.45s,96h 47m 9.23s,65h 0m 20.00s,5974.3,-3480.35,-15.12,71.3,1.79,4.72,3.07,1.41,inf,1,0.0,4,3,-519.83,1202.46,-1,"""xparam: 76, take_profit: 1.12, stop_loss: 0.96, rsi: 6"""
12,6,6,10000.0,10122.72,0.5,1.04,12,100.0,0.0,0,180.24,122.72,1.23,547.65,527.2,10.23,0.1,10.23,159h 12m 40.00s,183h 13m 40.00s,135h 11m 40.00s,3285.9,-3163.19,-15.73,2.99,0.26,0.19,0.43,1.05,inf,1,75.31,2,3,-562.34,1157.69,2,"""xparam: 76, take_profit: 1.12, stop_loss: 0.95, rsi: 9"""
17,9,8,10000.0,12017.5,0.53,1.39,17,100.0,0.0,0,303.93,2017.5,20.17,624.62,450.51,118.68,1.19,118.68,105h 11m 31.76s,133h 34m 13.33s,73h 16m 0.00s,5621.6,-3604.1,-14.42,55.93,1.39,3.88,2.56,1.34,inf,1,0.0,3,3,-553.17,1332.26,-1,"""xparam: 76, take_profit: 1.12, stop_loss: 0.96, rsi: 8"""
18,10,8,10000.0,12330.19,0.56,1.32,18,100.0,0.0,0,321.39,2330.19,23.3,591.9,448.6,129.46,1.29,129.46,98h 28m 0.00s,118h 37m 36.00s,73h 16m 0.00s,5919.02,-3588.83,-12.98,65.92,1.56,5.08,2.9,1.38,inf,1,0.0,3,3,-546.99,1332.26,-1,"""xparam: 76, take_profit: 1.12, stop_loss: 0.96, rsi: 7"""
13,6,7,10000.0,10331.53,0.46,1.29,13,100.0,0.0,0,201.46,331.53,3.32,564.15,436.2,25.5,0.26,25.5,145h 21m 0.00s,183h 13m 40.00s,112h 53m 0.00s,3384.92,-3053.39,-14.41,8.2,0.39,0.57,0.67,1.08,inf,1,76.94,2,3,-471.67,1206.06,2,"""xparam: 76, take_profit: 1.12, stop_loss: 0.96, rsi: 9"""
13,6,7,10000.0,10260.44,0.46,1.27,13,100.0,0.0,0,200.96,260.44,2.6,551.23,435.28,20.03,0.2,20.03,132h 6m 46.15s,182h 33m 40.00s,88h 52m 17.14s,3307.39,-3046.95,-15.0,6.41,0.35,0.43,0.59,1.08,inf,1,76.33,2,3,-471.67,1206.06,2,"""xparam: 76, take_profit: 1.12, stop_loss: 0.96, rsi: 10"""
32,18,14,10000.0,11088.08,0.56,0.98,32,100.0,0.0,0,512.74,1088.08,10.88,290.42,295.68,34.0,0.34,34.0,54h 38m 58.12s,69h 56m 26.67s,34h 59m 21.43s,5227.53,-4139.46,-19.67,28.36,0.94,1.44,1.63,1.2,inf,1,0.0,5,3,-373.24,1199.99,-1,"""xparam: 76, take_profit: 1.12, stop_loss: 0.97, rsi: 5"""
22,10,12,10000.0,12403.92,0.45,1.89,22,100.0,0.0,0,391.3,2403.92,24.04,661.01,350.52,109.27,1.09,109.27,72h 8m 35.45s,103h 29m 54.00s,46h 0m 50.00s,6610.11,-4206.2,-11.75,68.33,1.59,5.82,3.09,1.41,inf,1,0.0,3,4,-411.44,1303.81,-1,"""xparam: 76, take_profit: 1.12, stop_loss: 0.97, rsi: 7"""
16,6,10,10000.0,10621.94,0.38,1.97,16,100.0,0.0,0,254.59,621.94,6.22,666.45,337.68,38.87,0.39,38.87,110h 58m 7.50s,130h 0m 50.00s,99h 32m 30.00s,3998.72,-3376.78,-15.2,15.7,0.58,1.03,1.05,1.13,inf,1,79.17,2,4,-373.95,1257.65,2,"""xparam: 76, take_profit: 1.12, stop_loss: 0.97, rsi: 9"""
25,13,12,10000.0,12721.52,0.52,1.61,25,100.0,0.0,0,432.34,2721.52,27.22,490.96,305.08,108.86,1.09,108.86,70h 10m 2.40s,94h 4m 18.46s,44h 16m 15.00s,6382.42,-3660.9,-15.75,78.93,1.9,5.01,3.39,1.46,inf,1,0.0,3,4,-392.87,1202.46,-1,"""xparam: 76, take_profit: 1.12, stop_loss: 0.97, rsi: 6"""
20,8,12,10000.0,11280.57,0.4,1.97,20,100.0,0.0,0,345.39,1280.57,12.81,673.56,342.33,64.03,0.64,64.03,74h 33m 3.00s,82h 51m 22.50s,69h 0m 50.00s,5388.51,-4107.94,-14.04,33.81,0.99,2.41,1.84,1.24,inf,1,0.0,3,4,-399.71,1303.81,-1,"""xparam: 76, take_profit: 1.12, stop_loss: 0.97, rsi: 8"""
